,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
18,"X ÚLTIMA VEZ","Daddy Yankee",14133353,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
19,"Easy On Me",Adele,14012875,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
20,"good 4 u","Olivia Rodrigo",13995221,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
21,"THATS WHAT I WANT","Lil Nas X",13743375,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
22,"Where Are You Now","Lost Frequencies",13576583,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
23,"Fuera del mercado","Danny Ocean",13444391,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
24,"Bad Habits","Ed Sheeran",12959806,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
25,Pepas,Farruko,12852725,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
26,"The Motto",Tiësto,12810575,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
27,"Plan A","Paulo Londra",12454980,https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB
28,Boyfriend,"Dove Cameron",11971676,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
29,"Blinding Lights","The Weeknd",11891799,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
30,"Light Switch","Charlie Puth",11861345,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
31,"My Universe",Coldplay,11777114,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
32,"Watermelon Sugar","Harry Styles",11573322,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
33,"Another Love","Tom Odell",11560145,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
34,"Sweater Weather","The Neighbourhood",11117461,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
35,traitor,"Olivia Rodrigo",11045995,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
36,Infinity,"Jaymes Young",11012579,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
37,Dandelions,"Ruth B.",10874422,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
38,"Wait a Minute!",WILLOW,10820787,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
39,"Kiss Me More (feat. SZA)","Doja Cat",10698644,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
40,Jordan,"Ryan Castro",10466033,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
41,"When You're Gone","Shawn Mendes",10454128,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
42,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,10394423,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
43,"Need to Know","Doja Cat",10377685,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
44,"I Love You So","The Walters",10199427,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
45,"drivers license","Olivia Rodrigo",9992720,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
46,Yonaguni,"Bad Bunny",9931189,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
47,"Levitating (feat. DaBaby)","Dua Lipa",9707429,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
48,"In My Head","Lil Tjay",9539412,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
49,"Happier Than Ever","Billie Eilish",9455415,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
50,"Save Your Tears","The Weeknd",9428779,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
51,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",8972629,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
52,"LOVE DIVE",IVE,8793625,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
53,505,"Arctic Monkeys",8774359,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
54,"deja vu","Olivia Rodrigo",8692771,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
55,"Do It To It",ACRAZE,8665496,https://open.spotify.com/track/20on25jryn53hWghthWWW3
56,Bones,"Imagine Dragons",8567390,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
57,Pantysito,Alejo,8467907,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
58,"MONTERO (Call Me By Your Name)","Lil Nas X",8356248,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
59,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",8227459,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
60,Yellow,Coldplay,8178210,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
61,"Without Me",Eminem,8177667,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
62,"Angel Baby","Troye Sivan",8057020,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
63,"Cool for the Summer","Demi Lovato",7996814,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
64,Softcore,"The Neighbourhood",7872971,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
65,Medallo,Blessd,7833328,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
66,Starlight,Dave,7828222,https://open.spotify.com/track/531KGXtBroSrOX9LVmiIgc
67,DÁKITI,"Bad Bunny",7787733,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
68,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7783483,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
69,"she's all i wanna be","Tate McRae",7755132,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
70,Payphone,"Maroon 5",7687467,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
71,"Demasiadas Mujeres","C. Tangana",7665824,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
72,Flowers,"Lauren Spencer-Smith",7620075,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
73,"We Don't Talk About Bruno","Carolina Gaitán - La Gaita",7498442,https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
74,"Tacones Rojos","Sebastian Yatra",7384217,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
75,Believer,"Imagine Dragons",7365369,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
76,Butter,BTS,7352698,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
77,Beggin',Måneskin,7312571,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
78,"Si Quieren Frontear",Duki,7270873,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
79,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",7246600,https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK
80,"love nwantiti (ah ah ah)",CKay,7238987,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
81,"lovely (with Khalid)","Billie Eilish",7230123,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
82,Toxic,BoyWithUke,7223572,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
83,Dynamite,BTS,7219858,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
84,"The Real Slim Shady",Eminem,7197971,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
85,"Don't Start Now","Dua Lipa",7140854,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
86,"Tom's Diner",AnnenMayKantereit,7099917,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
87,"No Role Modelz","J. Cole",7068522,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
88,"Mon Amour - Remix",zzoilo,7032806,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
89,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",6984452,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn
90,"Something In The Way - Remastered",Nirvana,6964447,https://open.spotify.com/track/2WL6GQzPuK9Nrpy9XwNEbz
91,"One Right Now (with The Weeknd)","Post Malone",6962365,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
92,"A Tu Merced","Bad Bunny",6925256,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
93,"Leave The Door Open","Bruno Mars",6896730,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
94,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6893364,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
95,"Dark Red","Steve Lacy",6870863,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
96,"Don't Think Jesus","Morgan Wallen",6847002,https://open.spotify.com/track/1TUuhV75FeOF6UObRsABo2
97,Lost,"Frank Ocean",6838611,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
98,"Todo De Ti","Rauw Alejandro",6814004,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
99,"Nail Tech","Jack Harlow",6771484,https://open.spotify.com/track/62Yo3FDddWY8ydu6PW2wyz
100,"Sweetest Pie","Megan Thee Stallion",6743648,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
101,DANÇARINA,"PEDRO SAMPAIO",6718679,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
102,"sentaDONA (Remix) s2","Davi Kneip",6684093,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
103,"Adore You","Harry Styles",6677763,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
104,"Someone You Loved","Lewis Capaldi",6664975,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
105,"Smells Like Teen Spirit - Remastered",Nirvana,6661847,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
106,"LA CANCIÓN","J Balvin",6630358,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
107,"Counting Stars",OneRepublic,6595610,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
108,"Oh My God",Adele,6565290,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
109,"Locked out of Heaven","Bruno Mars",6534686,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
110,Vampiro,Matuê,6528156,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
111,Unstoppable,Sia,6485394,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
112,Chale,"Eden Muñoz",6438539,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
113,"Numb Little Bug","Em Beihold",6428052,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
114,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,6420478,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
115,"Still D.R.E.","Dr. Dre",6346209,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
116,"You Right","Doja Cat",6314695,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
117,Revenge,XXXTENTACION,6268233,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
118,"Bohemian Rhapsody - Remastered 2011",Queen,6250503,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
119,happier,"Olivia Rodrigo",6220317,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
120,"Fingers Crossed","Lauren Spencer-Smith",6195053,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
121,Falling,"Harry Styles",6182191,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
122,"Blank Space","Taylor Swift",6167670,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
123,"Shape of You","Ed Sheeran",6161443,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
124,Notion,"The Rare Occasions",6160159,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
125,RUMBATÓN,"Daddy Yankee",6157246,https://open.spotify.com/track/3XjN0mvFkQp1FMVM9Ro5hm
126,"La Santa","Bad Bunny",6129937,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
127,"The Nights",Avicii,6097368,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
128,Riptide,"Vance Joy",6045020,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
129,Chance,"Paulo Londra",6043278,https://open.spotify.com/track/2SJZdZ5DLtlRosJ2xHJJJa
130,Volví,Aventura,6017527,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
131,"LA FAMA (with The Weeknd)",ROSALÍA,6001799,https://open.spotify.com/track/6Y46tOTRhkBamosyuWa6YX
132,"Mr. Brightside","The Killers",5985944,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
133,Freaks,"Surf Curse",5980420,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
134,"jealousy, jealousy","Olivia Rodrigo",5974046,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
135,"favorite crime","Olivia Rodrigo",5956604,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
136,MONEY,LISA,5950168,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
137,"Daddy Issues","The Neighbourhood",5940773,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
138,"Mount Everest",Labrinth,5923680,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
139,Heather,"Conan Gray",5909333,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
140,Golden,"Harry Styles",5906783,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
141,"Gangsta's Paradise",Coolio,5899573,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
142,"No Ouvidinho","Felipe Amorim",5886807,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
143,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,5849041,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
144,Perfect,"Ed Sheeran",5816077,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
145,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,5801194,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
146,"Wake Me Up",Avicii,5785229,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
147,"Something Just Like This","The Chainsmokers",5777164,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
148,"One Dance",Drake,5765466,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
149,"Take Me To Church",Hozier,5755159,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
150,Circles,"Post Malone",5734286,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
151,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,5719864,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
152,"psychofreak (feat. WILLOW)","Camila Cabello",5709934,https://open.spotify.com/track/73cnVqsbZygieKi8xF10sO
153,"Dance Monkey","Tones And I",5671815,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
154,"There's Nothing Holdin' Me Back","Shawn Mendes",5668072,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
155,"'Till I Collapse",Eminem,5635485,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
156,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk",5589096,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof
157,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5553702,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
158,"Mood (feat. iann dior)",24kGoldn,5536924,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
159,Mujeriego,"Ryan Castro",5523156,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
160,"Super Gremlin","Kodak Black",5508179,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
161,"Soy El Unico","Yahritza Y Su Esencia",5504054,https://open.spotify.com/track/6HJIZUOiZDE814XMhRGSZN
162,"Me Arrepentí",Ak4:20,5485216,https://open.spotify.com/track/40w8JmvwYUP2HUiXPxjy99
163,Señorita,"Shawn Mendes",5428664,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
164,"Where Did You Go? (feat. MNEK)","Jax Jones",5422034,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
165,"Talking to the Moon","Bruno Mars",5401932,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
166,"Don't Be Shy",Tiësto,5376968,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
167,"Die For You","The Weeknd",5371382,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
168,"pushin P (feat. Young Thug)",Gunna,5369078,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
169,"Just the Way You Are","Bruno Mars",5368128,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
170,"Ain't Shit","Doja Cat",5337187,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
171,"TO THE MOON","Jnr Choi",5325034,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx
172,"See You Again (feat. Kali Uchis)","Tyler, The Creator",5314966,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
173,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5294612,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
174,"this is what falling in love feels like",JVKE,5288350,https://open.spotify.com/track/4UG2Fm0E98LhE2dlNxiAXx
175,"Sweet Child O' Mine","Guns N' Roses",5266124,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
176,"Monëy so big",Yeat,5263616,https://open.spotify.com/track/7BbaIYAdi3pg4MGl6PHwPv
177,"Get Into It (Yuh)","Doja Cat",5256695,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
178,"After Dark",Mr.Kitty,5254147,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
179,positions,"Ariana Grande",5253832,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
180,"Volando - Remix",Mora,5234224,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
181,Stan,Eminem,5227663,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
182,"No Lie","Sean Paul",5224147,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
183,"In Da Club","50 Cent",5222296,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
184,"All of Me","John Legend",5218993,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
185,"Every Breath You Take","The Police",5218593,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
186,"Sign of the Times","Harry Styles",5212698,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
187,"The Hills","The Weeknd",5211525,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
188,"Do I Wanna Know?","Arctic Monkeys",5210724,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
189,Memories,"Conan Gray",5204674,https://open.spotify.com/track/7AYP21Q4qnxw2WxETEvSRb
190,Starboy,"The Weeknd",5201904,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
191,Shallow,"Lady Gaga",5196559,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
192,"When I Was Your Man","Bruno Mars",5194197,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
193,"Mal Feito - Ao Vivo","Hugo & Guilherme",5189494,https://open.spotify.com/track/6Zw25LRLP0j0MsezDFIUM4
194,"Fim de Semana no Rio",Teto,5187727,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS
195,"Love Yourself","Justin Bieber",5179009,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
196,Memories,"Maroon 5",5178091,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
197,"Down Under (feat. Colin Hay)",Luude,5166456,https://open.spotify.com/track/3Oww84xrmgjyr5J1ilOmAf
198,Bored,"Billie Eilish",5140142,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
199,"IDGAF (with blackbear)",BoyWithUke,5136881,https://open.spotify.com/track/6Jrdb6CFOJEGaHjaa6c4WR
200,MANIAC,"Stray Kids",5136830,https://open.spotify.com/track/7BDHDiidJ8WV349p3HTxTV
