,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
24,"Blinding Lights","The Weeknd",12678043,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
25,"I Love You So","The Walters",12504122,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
26,"Surface Pressure","Jessica Darrow",12303993,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU
27,Yonaguni,"Bad Bunny",12303056,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
28,"MONTERO (Call Me By Your Name)","Lil Nas X",12160350,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
29,"The Motto",Tiësto,12062798,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
30,"love nwantiti (ah ah ah)",CKay,12051954,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
31,"Out of Time","The Weeknd",11802630,https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV
32,"Sweater Weather","The Neighbourhood",11798848,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
33,"pushin P (feat. Young Thug)",Gunna,11677371,https://open.spotify.com/track/3LnpBazWpD31QMTn6LgVGv
34,Toxic,BoyWithUke,11616205,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
35,Eazy,"The Game",11513300,https://open.spotify.com/track/6Ab81Bs9fcOwaTYuBsUUpI
36,"Mon Amour - Remix",zzoilo,11502178,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
37,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,11475731,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
38,Beggin',Måneskin,11386794,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
39,Softcore,"The Neighbourhood",11353977,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
40,"THATS WHAT I WANT","Lil Nas X",11331522,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
41,"Oh My God",Adele,11329690,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
42,"Malvadão 3",Xamã,11140475,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
43,"Is There Someone Else?","The Weeknd",11049515,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh
44,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",10936513,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
45,"Happier Than Ever","Billie Eilish",10887914,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
46,"Levitating (feat. DaBaby)","Dua Lipa",10776485,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
47,MONEY,LISA,10624055,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
48,"One Right Now (with The Weeknd)","Post Malone",10602175,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
49,traitor,"Olivia Rodrigo",10547481,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
50,"drivers license","Olivia Rodrigo",9999094,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
51,Dynamite,BTS,9729006,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
52,"Super Gremlin","Kodak Black",9617057,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF
53,"Entre Nosotros (Remix) [con Nicki Nicole]","Tiago PZK",9601702,https://open.spotify.com/track/4TGwERXRlyQtBdggYTHo6j
54,Medallo,Blessd,9539423,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
55,"It'll Be Okay","Shawn Mendes",9532818,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
56,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",9371131,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
57,Lost,"Frank Ocean",9230379,https://open.spotify.com/track/1bjhYUwKUHEg5fHknxFObO
58,"Tacones Rojos","Sebastian Yatra",8985600,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2
59,Volví,Aventura,8977073,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
60,Dandelions,"Ruth B.",8934169,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
61,"Todo De Ti","Rauw Alejandro",8866593,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
62,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",8770196,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
63,"I Hate U",SZA,8596898,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
64,"I AM WOMAN","Emmy Meli",8575880,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
65,Gasoline,"The Weeknd",8525905,https://open.spotify.com/track/3KyKxJ4P3pVCgaZwaq2rUC
66,"Save Your Tears","The Weeknd",8493646,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
67,DÁKITI,"Bad Bunny",8410802,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
68,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,8405390,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
69,Butter,BTS,8396666,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
70,"Watermelon Sugar","Harry Styles",8378044,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
71,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,8375095,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
72,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",8239709,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
73,"Dark Red","Steve Lacy",8217517,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
74,"Meet Me At Our Spot","THE ANXIETY",8112656,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
75,"How Do I Make You Love Me?","The Weeknd",8074872,https://open.spotify.com/track/2Ghp894n1laIf2w98VeAOJ
76,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",8062154,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
77,Nostálgico,Rvssian,8060671,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
78,"Less Than Zero","The Weeknd",8059024,https://open.spotify.com/track/2D4dV2KXDTszzJ3p3cFqhA
79,"TO THE MOON","Jnr Choi",8029439,https://open.spotify.com/track/0hYFc3HSZHDaDzquLVRwBH
80,"Smokin Out The Window","Bruno Mars",7998885,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
81,"P power (feat. Drake)",Gunna,7834981,https://open.spotify.com/track/0lEjxUUlKqjqXrVlIHFduD
82,"You Right","Doja Cat",7604661,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
83,"deja vu","Olivia Rodrigo",7603956,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
84,"Someone You Loved","Lewis Capaldi",7562247,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
85,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,7475961,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
86,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,7464955,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
87,"The Family Madrigal","Stephanie Beatriz",7452408,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
88,"Life Goes On","Oliver Tree",7429830,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
89,Believer,"Imagine Dragons",7392960,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
90,"Volando - Remix",Mora,7369159,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
91,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,7352271,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
92,"Don't Start Now","Dua Lipa",7283460,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
93,"Take My Breath","The Weeknd",7258276,https://open.spotify.com/track/2vgUijXOTRMnWXDtvgMp2b
94,"Without Me",Eminem,7227610,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
95,Excuses,"AP Dhillon",7206435,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV
96,"Another Love","Tom Odell",7126342,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
97,"Mal Feito - Ao Vivo","Hugo & Guilherme",7062605,https://open.spotify.com/track/5719MEdRQcH4c3phXqX7WN
98,"Vai Lá Em Casa Hoje","George Henrique & Rodrigo",7057368,https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc
99,"lovely (with Khalid)","Billie Eilish",7013149,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
100,"Leave The Door Open","Bruno Mars",6940029,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
101,"What Else Can I Do?","Diane Guerrero",6904332,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
102,Freaks,"Surf Curse",6895308,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
103,"Don't Be Shy",Tiësto,6889348,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
104,"Dos Oruguitas","Sebastian Yatra",6822109,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
105,"MIDDLE OF THE NIGHT","Elley Duhé",6782599,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
106,"Bloqueado - Ao Vivo","Gusttavo Lima",6753250,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh
107,"Daddy Issues","The Neighbourhood",6736824,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
108,"Mood (feat. iann dior)",24kGoldn,6661933,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
109,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6606454,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
110,"Salimo de Noche","Tiago PZK",6595351,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
111,Acapulco,"Jason Derulo",6550002,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
112,"Love Grows (Where My Rosemary Goes)","Edison Lighthouse",6489310,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh
113,L’enfer,Stromae,6463632,https://open.spotify.com/track/7bp3zmEvpHLa0h32nhDUkB
114,"The Real Slim Shady",Eminem,6444851,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
115,"Best Friends","The Weeknd",6399004,https://open.spotify.com/track/1E5Xu8dur0fAjSP1VpVhAZ
116,"Esqueça-Me Se For Capaz","Marília Mendonça",6370560,https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC
117,Heather,"Conan Gray",6339960,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
118,"LA FAMA (with The Weeknd)",ROSALÍA,6330951,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK
119,Yellow,Coldplay,6320221,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
120,"Locked out of Heaven","Bruno Mars",6315278,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
121,Thunder,"Gabry Ponte",6281135,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
122,Perfect,"Ed Sheeran",6252256,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
123,"Here We Go… Again (feat. Tyler, the Creator)","The Weeknd",6230134,https://open.spotify.com/track/1NhjYYcYTRywc0di98xHxf
124,"Every Summertime",NIKI,6220086,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro
125,"Rolling in the Deep",Adele,6202072,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
126,Sobrio,Maluma,6124754,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
127,"Before You Go","Lewis Capaldi",6082480,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
128,"The Business",Tiësto,6053250,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
129,Pandora,"DJ Matt D",6033803,https://open.spotify.com/track/0yL7K9MzC20uBesZTPY81r
130,happier,"Olivia Rodrigo",6030469,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
131,"Get Into It (Yuh)","Doja Cat",6007121,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
132,"Counting Stars",OneRepublic,5989214,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
133,Peru,"Fireboy DML",5977525,https://open.spotify.com/track/4hJhHbkhZFnxmWbAkZRoe0
134,"No Lie","Sean Paul",5967437,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
135,Sky,"Playboi Carti",5934869,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
136,"Dance Monkey","Tones And I",5930991,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
137,"The Nights",Avicii,5927369,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
138,positions,"Ariana Grande",5919948,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
139,ELEVEN,IVE,5905453,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
140,505,"Arctic Monkeys",5893589,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
141,"Way 2 Sexy (with Future & Young Thug)",Drake,5887644,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
142,"Shape of You","Ed Sheeran",5885458,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
143,"DANCE CRIP",Trueno,5849874,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV
144,"Ley Seca","Jhay Cortez",5847184,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
145,"Down Under (feat. Colin Hay)",Luude,5829020,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2
146,"Talking to the Moon","Bruno Mars",5827601,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
147,"I WANNA BE YOUR SLAVE",Måneskin,5827156,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
148,"Toma Toma Vapo Vapo","Zé Felipe",5800553,https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR
149,"Praise God","Kanye West",5786448,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
150,"Smells Like Teen Spirit - Remastered",Nirvana,5785582,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
151,Cúrame,"Rauw Alejandro",5778368,https://open.spotify.com/track/1FlL8ycld6uVDDyhV7P5FA
152,Circles,"Post Malone",5735763,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
153,"Lucid Dreams","Juice WRLD",5730867,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
154,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,5712313,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
155,2055,"Sleepy Hallow",5709449,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
156,"Se Le Ve","Dímelo Flow",5703962,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
157,"Take Me To Church",Hozier,5693595,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
158,"you broke me first","Tate McRae",5686731,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
159,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5659844,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
160,"favorite crime","Olivia Rodrigo",5656403,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
161,Shallow,"Lady Gaga",5653359,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
162,"Mr. Brightside","The Killers",5652544,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
163,Formula,Labrinth,5647566,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
164,"Astronaut In The Ocean","Masked Wolf",5616944,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
165,"AM Remix","Nio Garcia",5611477,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
166,"All of Me","John Legend",5602964,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
167,"The Feels",TWICE,5595648,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM
168,"Die For You","The Weeknd",5590842,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
169,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",5585789,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
170,"Say You Won't Let Go","James Arthur",5565760,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
171,"Enemy - From the series Arcane League of Legends","Imagine Dragons",5565075,https://open.spotify.com/track/5UlnuulVAVmmesw4VzqHdG
172,"'Till I Collapse",Eminem,5554206,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
173,Bored,"Billie Eilish",5541567,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
174,"Qué Más Pues?","J Balvin",5519947,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
175,Arcade,"Duncan Laurence",5514015,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
176,"Blank Space","Taylor Swift",5507560,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
177,Riptide,"Vance Joy",5495231,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
178,"Heartbreak Anniversary",Giveon,5492419,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
179,Streets,"Doja Cat",5492014,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
180,"Gangsta's Paradise",Coolio,5480379,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
181,"Bohemian Rhapsody - Remastered 2011",Queen,5464066,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
182,"When I’m Gone (with Katy Perry)",Alesso,5406298,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
183,"family ties (with Kendrick Lamar)","Baby Keem",5405979,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
184,"The Hills","The Weeknd",5402930,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
185,Payphone,"Maroon 5",5391309,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
186,"Happier Than Ever - Edit","Billie Eilish",5387609,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
187,Memories,"Maroon 5",5372592,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
188,"Ella - Remix",Boza,5352112,https://open.spotify.com/track/7iHHlCbsFou5DZSW5HCPfs
189,RAPSTAR,"Polo G",5342924,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
190,Enchanted,"Taylor Swift",5340936,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
191,"WA DA DA",Kep1er,5333131,https://open.spotify.com/track/0hQNbQKW2dDATH1ngj4TI6
192,"Space Song","Beach House",5324637,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
193,Señorita,"Shawn Mendes",5320876,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
194,Miénteme,TINI,5293708,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
195,"Parada Louca","Mari Fernandez",5268257,https://open.spotify.com/track/72g37RoelSnovZakG5MwnF
196,"Fair Trade (with Travis Scott)",Drake,5248733,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
197,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,5238263,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
198,"Do I Wanna Know?","Arctic Monkeys",5232674,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
199,goosebumps,"Travis Scott",5232167,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
200,"No Role Modelz","J. Cole",5231399,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
