,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
53,"When You're Gone","Shawn Mendes",9396600,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
54,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",9132935,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
55,505,"Arctic Monkeys",8987505,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
56,"deja vu","Olivia Rodrigo",8829419,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
57,Bones,"Imagine Dragons",8784924,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
58,Pantysito,Alejo,8687439,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
59,"Angel Baby","Troye Sivan",8449976,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
60,"In My Head","Lil Tjay",8398725,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
61,"MONTERO (Call Me By Your Name)","Lil Nas X",8367831,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
62,"LOVE DIVE",IVE,8357471,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
63,"Without Me",Eminem,8211058,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
64,"Do It To It",ACRAZE,8191761,https://open.spotify.com/track/20on25jryn53hWghthWWW3
65,Yellow,Coldplay,8102763,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
66,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",8062275,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
67,"Si Quieren Frontear",Duki,7990603,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
68,Medallo,Blessd,7981426,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
69,"Cool for the Summer","Demi Lovato",7962517,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
70,"she's all i wanna be","Tate McRae",7932065,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
71,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7907494,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
72,Flowers,"Lauren Spencer-Smith",7904348,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
73,"Demasiadas Mujeres","C. Tangana",7820189,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
74,Softcore,"The Neighbourhood",7820166,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
75,DÁKITI,"Bad Bunny",7771271,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
76,"No Role Modelz","J. Cole",7574035,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
77,"lovely (with Khalid)","Billie Eilish",7570820,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
78,Butter,BTS,7569440,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
79,Payphone,"Maroon 5",7464045,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
80,Believer,"Imagine Dragons",7445540,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
81,Dynamite,BTS,7419056,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
82,"Something In The Way - Remastered",Nirvana,7385354,https://open.spotify.com/track/2WL6GQzPuK9Nrpy9XwNEbz
83,Beggin',Måneskin,7323538,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
84,"One Right Now (with The Weeknd)","Post Malone",7290094,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
85,Starlight,Dave,7286066,https://open.spotify.com/track/531KGXtBroSrOX9LVmiIgc
86,"Tacones Rojos","Sebastian Yatra",7269084,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
87,"Don't Start Now","Dua Lipa",7265715,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
88,"The Real Slim Shady",Eminem,7211093,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
89,Toxic,BoyWithUke,7158260,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
90,"Adore You","Harry Styles",7149514,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
91,"A Tu Merced","Bad Bunny",7048683,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
92,"Mon Amour - Remix",zzoilo,7031476,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
93,"Todo De Ti","Rauw Alejandro",7030459,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
94,Lost,"Frank Ocean",6882718,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
95,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6882198,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
96,"Dark Red","Steve Lacy",6859930,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
97,İmdat,cakal,6855775,https://open.spotify.com/track/123hB20IVD2yw1NMIgrqb3
98,"love nwantiti (ah ah ah)",CKay,6841678,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
99,"We Made It",t-low,6841626,https://open.spotify.com/track/5IQvs70wHdurk63TnCV6ZP
100,"Someone You Loved","Lewis Capaldi",6822533,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
101,"Counting Stars",OneRepublic,6745242,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
102,"We Don't Talk About Bruno","Carolina Gaitán - La Gaita",6739826,https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
103,"Smells Like Teen Spirit - Remastered",Nirvana,6723694,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
104,"Sweetest Pie","Megan Thee Stallion",6715530,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
105,"LA CANCIÓN","J Balvin",6702705,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
106,"Locked out of Heaven","Bruno Mars",6685442,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
107,Unstoppable,Sia,6655688,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
108,"Tom's Diner",AnnenMayKantereit,6648702,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
109,"Oh My God",Adele,6636640,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
110,"Leave The Door Open","Bruno Mars",6627438,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
111,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,6593824,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
112,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",6549508,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn
113,"Blank Space","Taylor Swift",6537742,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
114,"House of Memories","Panic! At The Disco",6517658,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
115,Falling,"Harry Styles",6507623,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
116,"You Right","Doja Cat",6500825,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
117,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,6465601,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
118,"TUS LÁGRIMAS",Mora,6463049,https://open.spotify.com/track/30W8VKHrAZmHzObnwAoc1u
119,"Numb Little Bug","Em Beihold",6446670,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
120,"sentaDONA (Remix) s2","Davi Kneip",6403310,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
121,"Shape of You","Ed Sheeran",6366838,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
122,Revenge,XXXTENTACION,6357087,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
123,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",6331833,https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK
124,"Still D.R.E.","Dr. Dre",6308209,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
125,"Bohemian Rhapsody - Remastered 2011",Queen,6258232,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
126,DANÇARINA,"PEDRO SAMPAIO",6247748,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
127,Chale,"Eden Muñoz",6245976,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
128,Golden,"Harry Styles",6244095,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
129,happier,"Olivia Rodrigo",6239326,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
130,"The Nights",Avicii,6226434,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
131,"2step (feat. Lil Baby)","Ed Sheeran",6225892,https://open.spotify.com/track/2UN0lp72LAusrXi8LLVomt
132,"Nail Tech","Jack Harlow",6215056,https://open.spotify.com/track/62Yo3FDddWY8ydu6PW2wyz
133,"Mount Everest",Labrinth,6192393,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
134,"Mr. Brightside","The Killers",6158877,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
135,"No Ouvidinho","Felipe Amorim",6103163,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
136,Vampiro,Matuê,6096287,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
137,"La Santa","Bad Bunny",6094276,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
138,Heather,"Conan Gray",6081772,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
139,Volví,Aventura,6067654,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
140,"Daddy Issues","The Neighbourhood",6066389,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
141,"Te Felicito",Shakira,6033698,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
142,"favorite crime","Olivia Rodrigo",6027770,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
143,Perfect,"Ed Sheeran",6027005,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
144,RUMBATÓN,"Daddy Yankee",5992161,https://open.spotify.com/track/3XjN0mvFkQp1FMVM9Ro5hm
145,Riptide,"Vance Joy",5990700,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
146,"There's Nothing Holdin' Me Back","Shawn Mendes",5983398,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
147,"Gangsta's Paradise",Coolio,5952662,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
148,Notion,"The Rare Occasions",5949514,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
149,Freaks,"Surf Curse",5894777,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
150,"jealousy, jealousy","Olivia Rodrigo",5894764,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
151,ZOOM,Jessi,5891811,https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
152,"Wake Me Up",Avicii,5883930,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
153,Circles,"Post Malone",5866153,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
154,"One Dance",Drake,5865764,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
155,"Take Me To Church",Hozier,5855082,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
156,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,5844250,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
157,"'Till I Collapse",Eminem,5823003,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
158,Chance,"Paulo Londra",5809442,https://open.spotify.com/track/2SJZdZ5DLtlRosJ2xHJJJa
159,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,5809322,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
160,"Something Just Like This","The Chainsmokers",5788271,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
161,"Die For You","The Weeknd",5735724,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
162,"Where Did You Go? (feat. MNEK)","Jax Jones",5688047,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
163,"See You Again (feat. Kali Uchis)","Tyler, The Creator",5686693,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
164,"Dance Monkey","Tones And I",5674049,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
165,MONEY,LISA,5672743,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
166,"After Dark",Mr.Kitty,5602001,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
167,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5601716,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
168,Señorita,"Shawn Mendes",5569938,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
169,"ULTRA SOLO","Polimá Westcoast",5552237,https://open.spotify.com/track/0OTNHGKcqQbk51bOYe462Y
170,Pasoori,"Shae Gill",5517985,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB
171,"Just the Way You Are","Bruno Mars",5501794,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
172,"Sweet Child O' Mine","Guns N' Roses",5497260,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
173,"Sign of the Times","Harry Styles",5479693,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
174,"10 Things I Hate About You","Leah Kate",5474564,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
175,"Fingers Crossed","Lauren Spencer-Smith",5474315,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
176,"Super Gremlin","Kodak Black",5465314,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
177,"LA FAMA (with The Weeknd)",ROSALÍA,5454339,https://open.spotify.com/track/6Y46tOTRhkBamosyuWa6YX
178,Mujeriego,"Ryan Castro",5454000,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
179,"Mood (feat. iann dior)",24kGoldn,5450616,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
180,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5449609,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
181,"Don't Be Shy",Tiësto,5444735,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
182,"Love Yourself","Justin Bieber",5441465,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
183,"Do I Wanna Know?","Arctic Monkeys",5438834,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
184,"Scrape It Off (feat. Lil Uzi Vert & Don Toliver)","Pusha T",5431948,https://open.spotify.com/track/1dp8aQANyTRKssDeAYPiZe
185,"Talking to the Moon","Bruno Mars",5423561,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
186,Starboy,"The Weeknd",5422586,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB
187,"No Lie","Sean Paul",5416168,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
188,positions,"Ariana Grande",5397709,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
189,"When I Was Your Man","Bruno Mars",5381827,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
190,"Volando - Remix",Mora,5372426,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
191,Photograph,"Ed Sheeran",5369902,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
192,"Ain't Shit","Doja Cat",5365674,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
193,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk",5348438,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof
194,Bored,"Billie Eilish",5340713,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
195,"The Hills","The Weeknd",5338910,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
196,"Hold That Heat (feat. Travis Scott)",Southside,5338777,https://open.spotify.com/track/6OrTKLtcF7EBayOV2QqkSK
197,"All of Me","John Legend",5333920,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
198,"In Da Club","50 Cent",5333159,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
199,Shallow,"Lady Gaga",5331009,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
200,"San Lucas","Kevin Kaarl",5330605,https://open.spotify.com/track/75UMtPC77vqKRwfSuYuNPO
