,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,"pushin P (feat. Young Thug)",Gunna,14579861,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
24,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,14178814,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
25,"I Love You So","The Walters",14092128,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
26,"Where Are You Now","Lost Frequencies",14019364,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
27,"good 4 u","Olivia Rodrigo",13776929,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
28,Yonaguni,"Bad Bunny",13264611,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
29,"The Motto",Tiësto,13068770,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
30,"Blinding Lights","The Weeknd",12327825,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
31,"Need to Know","Doja Cat",12321336,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
32,"Still D.R.E.","Dr. Dre",12023690,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
33,"Light Switch","Charlie Puth",11883664,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
34,"Kiss Me More (feat. SZA)","Doja Cat",11822020,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
35,"Sweater Weather","The Neighbourhood",11787446,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
36,Toxic,BoyWithUke,11430107,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
37,"Mon Amour - Remix",zzoilo,11236075,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
38,"Without Me",Eminem,11152878,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
39,traitor,"Olivia Rodrigo",11140301,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
40,"Surface Pressure - From ""Encanto""/Soundtrack Version","Jessica Darrow",11032586,https://open.spotify.com/track/6K5ph5mq1qprHae3TrgTj5
41,Softcore,"The Neighbourhood",10991129,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
42,"MONTERO (Call Me By Your Name)","Lil Nas X",10761851,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
43,Brividi,Mahmood,10652572,https://open.spotify.com/track/1ZMGp9MTXbtAPvcKa0U3zS
44,"MIDDLE OF THE NIGHT","Elley Duhé",10599183,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
45,"Oh My God",Adele,10583318,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
46,Dandelions,"Ruth B.",10540121,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
47,"Levitating (feat. DaBaby)","Dua Lipa",10378277,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
48,"she's all i wanna be","Tate McRae",10188073,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
49,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,10171182,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
50,"Happier Than Ever","Billie Eilish",9998749,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
51,"The Real Slim Shady",Eminem,9948913,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
52,DÁKITI,"Bad Bunny",9941704,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
53,"love nwantiti (ah ah ah)",CKay,9932474,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
54,Sacrifice,"The Weeknd",9917900,https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU
55,Lost,"Frank Ocean",9880886,https://open.spotify.com/track/1bjhYUwKUHEg5fHknxFObO
56,Medallo,Blessd,9871999,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
57,"City of Gods","Fivio Foreign",9818596,https://open.spotify.com/track/4huBDGP4I3S0pYI0EaRN1c
58,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",9773530,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
59,"Fingers Crossed","Lauren Spencer-Smith",9667842,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
60,"Ginseng Strip 2002","Yung Lean",9644786,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc
61,"drivers license","Olivia Rodrigo",9627666,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
62,Beggin',Måneskin,9619168,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
63,"TO THE MOON","Jnr Choi",9596999,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx
64,"Tacones Rojos","Sebastian Yatra",9546651,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
65,"All For Us - from the HBO Original Series Euphoria",Labrinth,9334704,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
66,"Super Gremlin","Kodak Black",9292359,https://open.spotify.com/track/2bBClS4zzrRd4Aj59NaKSv
67,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",9146577,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
68,"Malvadão 3",Xamã,9107956,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
69,Notion,"The Rare Occasions",8821888,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
70,Butter,BTS,8769843,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
71,"Todo De Ti","Rauw Alejandro",8767115,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
72,Volví,Aventura,8602878,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
73,Formula,Labrinth,8583901,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
74,"One Right Now (with The Weeknd)","Post Malone",8396505,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
75,"Save Your Tears","The Weeknd",8366652,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
76,"Watermelon Sugar","Harry Styles",8284212,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
77,505,"Arctic Monkeys",8205485,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
78,"Dark Red","Steve Lacy",8147800,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
79,Cigarettes,"Juice WRLD",8145248,https://open.spotify.com/track/42Xba467wgGvYrR2EE6s0i
80,MONEY,LISA,7962960,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
81,"'Till I Collapse",Eminem,7955650,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
82,Excuses,"AP Dhillon",7890043,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV
83,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7885673,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
84,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,7872299,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
85,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",7821987,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn
86,"The Next Episode","Dr. Dre",7798510,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC
87,"The Family Madrigal","Stephanie Beatriz",7772667,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
88,"Mount Everest",Labrinth,7766987,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
89,"Another Love","Tom Odell",7722193,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
90,"deja vu","Olivia Rodrigo",7712323,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
91,"Someone You Loved","Lewis Capaldi",7698268,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
92,"In Da Club","50 Cent",7647277,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
93,Nostálgico,Rvssian,7623481,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
94,Dynamite,BTS,7593204,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
95,"Don't Start Now","Dua Lipa",7566593,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
96,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7556746,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
97,"Down Under (feat. Colin Hay)",Luude,7542382,https://open.spotify.com/track/3Oww84xrmgjyr5J1ilOmAf
98,Believer,"Imagine Dragons",7480027,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
99,Mujeriego,"Ryan Castro",7407499,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
100,"Volando - Remix",Mora,7379599,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
101,"You Right","Doja Cat",7334550,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
102,"I Hate U",SZA,7306039,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
103,"lovely (with Khalid)","Billie Eilish",7258745,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
104,Malvada,"Zé Felipe",7187646,https://open.spotify.com/track/7gVzhRCrLRUBEGdS7zNTp0
105,"Meet Me At Our Spot","THE ANXIETY",7103529,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
106,Freaks,"Surf Curse",7095504,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
107,"Every Summertime",NIKI,7092077,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro
108,"A Tu Merced","Bad Bunny",7057283,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
109,"Leave The Door Open","Bruno Mars",6986087,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
110,212,Chefin,6934554,https://open.spotify.com/track/3QGxgNaqaFSpORp2OVLXHR
111,"Mal Feito - Ao Vivo","Hugo & Guilherme",6925310,https://open.spotify.com/track/5719MEdRQcH4c3phXqX7WN
112,"It'll Be Okay","Shawn Mendes",6889544,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
113,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,6843450,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
114,Swim,"Chase Atlantic",6814655,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx
115,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",6765792,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
116,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6759972,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
117,Perfect,"Ed Sheeran",6703318,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
118,"Entre Nosotros (Remix) [con Nicki Nicole]","Tiago PZK",6699143,https://open.spotify.com/track/4TGwERXRlyQtBdggYTHo6j
119,"Smokin Out The Window","Bruno Mars",6692355,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
120,"Daddy Issues","The Neighbourhood",6674343,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
121,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,6650469,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
122,Bussin,"Nicki Minaj",6644680,https://open.spotify.com/track/7lcI4X8RZxK4zIknJcwpBq
123,Problemón,"Alvaro Diaz",6603313,https://open.spotify.com/track/1mSviQV9iQnGSRyvTIuxAj
124,Yellow,Coldplay,6602402,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
125,"Mood (feat. iann dior)",24kGoldn,6554542,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
126,"Get Into It (Yuh)","Doja Cat",6545110,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
127,"Numb Little Bug","Em Beihold",6534555,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
128,"Se Le Ve","Dímelo Flow",6516043,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
129,"Locked out of Heaven","Bruno Mars",6499827,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
130,"Gangsta's Paradise",Coolio,6426198,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
131,"What Else Can I Do?","Diane Guerrero",6418206,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
132,"Counting Stars",OneRepublic,6395454,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
133,"All of Me","John Legend",6387936,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
134,"No Role Modelz","J. Cole",6387080,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
135,"Don't Be Shy",Tiësto,6365427,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
136,Thunder,"Gabry Ponte",6353585,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
137,"Do We Have A Problem?","Nicki Minaj",6341029,https://open.spotify.com/track/1PNs0uGru3TcrA94kpyGnc
138,"LA CANCIÓN","J Balvin",6321947,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
139,"Blank Space","Taylor Swift",6269526,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
140,"Dos Oruguitas","Sebastian Yatra",6260263,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
141,Heather,"Conan Gray",6234852,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
142,"Shape of You","Ed Sheeran",6214539,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
143,"Godzilla (feat. Juice WRLD)",Eminem,6186783,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
144,"Talking to the Moon","Bruno Mars",6170749,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
145,"Vai Lá Em Casa Hoje","George Henrique & Rodrigo",6157928,https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc
146,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,6150763,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
147,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,6140903,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
148,"Hrs and Hrs","Muni Long",6121588,https://open.spotify.com/track/3xRH6FPVtheDyNla3T1FE7
149,"AM Remix","Nio Garcia",6104039,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
150,Stan,Eminem,6093133,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
151,"Alien Blues",Vundabar,6077658,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x
152,Sobrio,Maluma,6055581,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
153,positions,"Ariana Grande",6018584,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
154,"Christmas Tree",V,6016498,https://open.spotify.com/track/186NCtNk1tUYS7c2DxgJ7O
155,"The Nights",Avicii,6006569,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
156,"Dance Monkey","Tones And I",5967374,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
157,"No Lie","Sean Paul",5965414,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
158,"Rolling in the Deep",Adele,5951601,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
159,"Lucid Dreams","Juice WRLD",5937976,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
160,happier,"Olivia Rodrigo",5930254,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
161,"family ties (with Kendrick Lamar)","Baby Keem",5929672,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
162,"Ley Seca","Jhay Cortez",5924638,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
163,"Polaroid Love",ENHYPEN,5911058,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1
164,Riptide,"Vance Joy",5906887,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
165,"Smells Like Teen Spirit - Remastered",Nirvana,5905822,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
166,Payphone,"Maroon 5",5892438,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
167,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5869175,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
168,"Before You Go","Lewis Capaldi",5857891,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
169,"One Dance",Drake,5850316,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
170,"The Business",Tiësto,5841031,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
171,"Say You Won't Let Go","James Arthur",5816508,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
172,"Still Don't Know My Name",Labrinth,5804415,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
173,"La Santa","Bad Bunny",5803841,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
174,"I AM WOMAN","Emmy Meli",5788525,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
175,"Take Me To Church",Hozier,5770317,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
176,"Mr. Brightside","The Killers",5770226,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
177,Circles,"Post Malone",5768620,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
178,HUMBLE.,"Kendrick Lamar",5723716,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
179,Shallow,"Lady Gaga",5708256,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
180,"Salimo de Noche","Tiago PZK",5706805,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
181,"Bloqueado - Ao Vivo","Gusttavo Lima",5677737,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh
182,"favorite crime","Olivia Rodrigo",5653082,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
183,"When I R.I.P.",Labrinth,5620241,https://open.spotify.com/track/2t16D9V5FmmRAJjsSpwvZf
184,Streets,"Doja Cat",5615335,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
185,Forever,Labrinth,5592195,https://open.spotify.com/track/6potEImiklXkwD9qFzpu15
186,2055,"Sleepy Hallow",5588119,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
187,"you broke me first","Tate McRae",5574007,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
188,"Life Goes On","Oliver Tree",5573218,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
189,"Space Song","Beach House",5572622,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
190,"Ella - Remix",Boza,5563264,https://open.spotify.com/track/7iHHlCbsFou5DZSW5HCPfs
191,Señorita,"Shawn Mendes",5559557,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
192,"Worst Day",Future,5557686,https://open.spotify.com/track/70pwY1UfPmSVE3ybPjFy0p
193,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5550133,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
194,"I WANNA BE YOUR SLAVE",Måneskin,5549171,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
195,"NEW MAGIC WAND","Tyler, The Creator",5548633,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
196,"Bohemian Rhapsody - Remastered 2011",Queen,5508788,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
197,"Si Estuviésemos Juntos","Bad Bunny",5496274,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
198,Arcade,"Duncan Laurence",5488431,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
199,Unstoppable,Sia,5482876,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
200,"Just the Way You Are","Bruno Mars",5474284,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
