,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,Beggin',Måneskin,12725096,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
24,"Where Are You Now","Lost Frequencies",12689607,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
25,Ghost,"Justin Bieber",12660079,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
26,"Levitating (feat. DaBaby)","Dua Lipa",12222630,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
27,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,11948449,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
28,"THATS WHAT I WANT","Lil Nas X",11911142,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
29,MONEY,LISA,11754565,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
30,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",11551904,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
31,"I Love You So","The Walters",11213306,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
32,"One Right Now (with The Weeknd)","Post Malone",11195724,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
33,"Malvadão 3",Xamã,10891990,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
34,"Happier Than Ever","Billie Eilish",10883543,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
35,"The Motto",Tiësto,10837037,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
36,"Sweater Weather","The Neighbourhood",10723923,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
37,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,10685239,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
38,Toxic,BoyWithUke,10546729,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
39,"Todo De Ti","Rauw Alejandro",10527800,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
40,"Mon Amour - Remix",zzoilo,10478693,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
41,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",10422192,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
42,"drivers license","Olivia Rodrigo",10418293,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
43,traitor,"Olivia Rodrigo",10389465,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
44,"Smokin Out The Window","Bruno Mars",10006418,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
45,"I Hate U",SZA,9726083,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
46,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",9610083,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
47,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,9539475,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
48,"Oh My God",Adele,9508205,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
49,Volví,Aventura,9370093,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
50,DÁKITI,"Bad Bunny",9352178,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
51,"I AM WOMAN","Emmy Meli",9123510,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
52,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",8899368,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
53,Medallo,Blessd,8857312,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
54,"Surface Pressure","Jessica Darrow",8764295,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU
55,"Meet Me At Our Spot","THE ANXIETY",8681227,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
56,"Watermelon Sugar","Harry Styles",8569504,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
57,"It'll Be Okay","Shawn Mendes",8500816,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
58,"Tacones Rojos","Sebastian Yatra",8490346,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2
59,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",8411636,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
60,Desesperados,"Rauw Alejandro",8352181,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p
61,Nostálgico,Rvssian,8341116,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
62,"Life Goes On","Oliver Tree",8229538,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
63,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,8217608,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
64,"Don't Start Now","Dua Lipa",8206048,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
65,Butter,BTS,8139492,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
66,"Vai Lá Em Casa Hoje","George Henrique & Rodrigo",8080011,https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc
67,"Super Gremlin","Kodak Black",8073825,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF
68,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,8046772,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
69,"Leave The Door Open","Bruno Mars",7987911,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
70,Dynamite,BTS,7964387,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
71,"Save Your Tears","The Weeknd",7901719,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
72,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,7754052,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
73,"Dark Red","Steve Lacy",7677251,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
74,"Don't Be Shy",Tiësto,7676587,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
75,"Toma Toma Vapo Vapo","Zé Felipe",7637207,https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR
76,"deja vu","Olivia Rodrigo",7590901,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
77,"You Right","Doja Cat",7462597,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
78,Dandelions,"Ruth B.",7332783,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
79,"Salimo de Noche","Tiago PZK",7323698,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
80,"Someone You Loved","Lewis Capaldi",7311448,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
81,Believer,"Imagine Dragons",7249580,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
82,"Volando - Remix",Mora,7210708,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
83,"Mood (feat. iann dior)",24kGoldn,7198351,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
84,"LA FAMA (with The Weeknd)",ROSALÍA,7188300,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK
85,"Esqueça-Me Se For Capaz","Marília Mendonça",7185850,https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC
86,"DANCE CRIP",Trueno,7162385,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV
87,"The Business",Tiësto,7128000,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
88,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",6775363,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
89,Peru,"Fireboy DML",6757410,https://open.spotify.com/track/4hJhHbkhZFnxmWbAkZRoe0
90,Acapulco,"Jason Derulo",6693152,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
91,Sobrio,Maluma,6690037,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
92,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6685320,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
93,Ameaça,"Paulo Pires",6660937,https://open.spotify.com/track/4fSHADbZbhpZCT9oJpxwbP
94,"lovely (with Khalid)","Billie Eilish",6614948,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
95,"Get Into It (Yuh)","Doja Cat",6447744,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
96,Freaks,"Surf Curse",6427297,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
97,"Dance Monkey","Tones And I",6421034,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
98,"Mr. Brightside","The Killers",6410690,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
99,"Arranhão - Ao Vivo","Henrique & Juliano",6394196,https://open.spotify.com/track/3IMLoeLerS7TMpKjxUgAhx
100,"Another Love","Tom Odell",6375938,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
101,"Qué Más Pues?","J Balvin",6375796,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
102,"I WANNA BE YOUR SLAVE",Måneskin,6318764,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
103,ELEVEN,IVE,6301079,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
104,"Rolling in the Deep",Adele,6286745,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
105,"Without Me",Eminem,6241467,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
106,Presepada,"Marília Mendonça",6218362,https://open.spotify.com/track/3YvE7uo4ffseBoJPh8IhHp
107,"Parada Louca","Mari Fernandez",6218188,https://open.spotify.com/track/72g37RoelSnovZakG5MwnF
108,Circles,"Post Malone",6189132,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
109,Cúrame,"Rauw Alejandro",6162345,https://open.spotify.com/track/1FlL8ycld6uVDDyhV7P5FA
110,Thunder,"Gabry Ponte",6122201,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
111,"Locked out of Heaven","Bruno Mars",6118170,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
112,Perfect,"Ed Sheeran",6102226,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
113,"Shape of You","Ed Sheeran",6059140,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
114,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,6055473,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
115,happier,"Olivia Rodrigo",6049526,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
116,Sky,"Playboi Carti",6044907,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
117,Yellow,Coldplay,6003788,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
118,"I Gotta Feeling","Black Eyed Peas",5990090,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
119,"Ley Seca","Jhay Cortez",5978929,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
120,"TO THE MOON","Jnr Choi",5974966,https://open.spotify.com/track/0hYFc3HSZHDaDzquLVRwBH
121,"Pope Is a Rockstar",SALES,5972828,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2
122,"Daddy Issues","The Neighbourhood",5970956,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
123,Heather,"Conan Gray",5963472,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
124,GALOPA,"PEDRO SAMPAIO",5958908,https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J
125,"Astronaut In The Ocean","Masked Wolf",5956040,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
126,2055,"Sleepy Hallow",5945772,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
127,"AM Remix","Nio Garcia",5940693,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
128,"Way 2 Sexy (with Future & Young Thug)",Drake,5937418,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
129,"Praise God","Kanye West",5937218,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
130,positions,"Ariana Grande",5909091,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
131,"Bloqueado - Ao Vivo","Gusttavo Lima",5898390,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh
132,"Bohemian Rhapsody - Remastered 2011",Queen,5887326,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
133,"The Nights",Avicii,5853904,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
134,"Before You Go","Lewis Capaldi",5847892,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
135,"When I’m Gone (with Katy Perry)",Alesso,5846612,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
136,Bar,TINI,5843074,https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC
137,"The Feels",TWICE,5840983,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM
138,"No Lie","Sean Paul",5831361,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
139,"MIDDLE OF THE NIGHT","Elley Duhé",5756682,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
140,RAPSTAR,"Polo G",5734612,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
141,"The Real Slim Shady",Eminem,5706689,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
142,Miénteme,TINI,5689711,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
143,"Counting Stars",OneRepublic,5685330,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
144,"Smells Like Teen Spirit - Remastered",Nirvana,5664295,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
145,Rasputin,Majestic,5643678,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
146,"Take My Breath - Single Version","The Weeknd",5630239,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
147,"Lucid Dreams","Juice WRLD",5627315,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
148,"Wake Me Up",Avicii,5581726,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
149,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5577448,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
150,Shallow,"Lady Gaga",5563739,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
151,"Fair Trade (with Travis Scott)",Drake,5525030,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
152,"Take Me To Church",Hozier,5474853,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
153,"Girl Of My Dreams (with SUGA of BTS)","Juice WRLD",5473992,https://open.spotify.com/track/7DF8lvLdV3htIbuTWpc7lR
154,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5461733,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
155,"favorite crime","Olivia Rodrigo",5427186,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
156,"No Role Modelz","J. Cole",5410906,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
157,"family ties (with Kendrick Lamar)","Baby Keem",5401662,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
158,"Head & Heart (feat. MNEK)","Joel Corry",5397994,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
159,"Coração Cachorro","Avine Vinny",5374916,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
160,"Heartbreak Anniversary",Giveon,5368892,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
161,Pandora,"DJ Matt D",5363497,https://open.spotify.com/track/0yL7K9MzC20uBesZTPY81r
162,"Talking to the Moon","Bruno Mars",5358397,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
163,Streets,"Doja Cat",5348035,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
164,Bored,"Billie Eilish",5346226,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
165,"Love Grows (Where My Rosemary Goes)","Edison Lighthouse",5340342,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh
166,Memories,"Maroon 5",5335496,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
167,Arcade,"Duncan Laurence",5305349,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
168,Señorita,"Shawn Mendes",5300441,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
169,Levitating,"Dua Lipa",5300041,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
170,"A La Antigüita","Calibre 50",5298422,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
171,"you broke me first","Tate McRae",5295318,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
172,"Pareja Del Año","Sebastian Yatra",5287661,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
173,"Wandered To LA (with Justin Bieber)","Juice WRLD",5271963,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh
174,"Blank Space","Taylor Swift",5257252,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
175,"Love Again","Dua Lipa",5245777,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
176,"All of Me","John Legend",5241083,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
177,Enchanted,"Taylor Swift",5240404,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
178,505,"Arctic Monkeys",5231064,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
179,"Every Breath You Take","The Police",5224984,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
180,"Happier Than Ever - Edit","Billie Eilish",5220495,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
181,"Dreams - 2004 Remaster","Fleetwood Mac",5210907,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
182,"Tiroteo - Remix","Marc Seguí",5204485,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
183,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,5194839,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
184,"Love Tonight - Edit",Shouse,5187905,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
185,"Roses - Imanbek Remix","SAINt JHN",5181147,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
186,"Permission to Dance",BTS,5165242,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry
187,"Broadway Girls (feat. Morgan Wallen)","Lil Durk",5164798,https://open.spotify.com/track/3DZ8dbKg4OTSSqGARvecYd
188,"Enemy - From the series Arcane League of Legends","Imagine Dragons",5159187,https://open.spotify.com/track/5UlnuulVAVmmesw4VzqHdG
189,"Don't Stop Me Now - Remastered 2011",Queen,5158453,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
190,"The Hills","The Weeknd",5156463,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
191,"Gangsta's Paradise",Coolio,5150050,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
192,"Say You Won't Let Go","James Arthur",5111488,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
193,Riptide,"Vance Joy",5105908,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
194,"Overpass Graffiti","Ed Sheeran",5102499,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3
195,"Se Le Ve","Dímelo Flow",5083053,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
196,"edamame (feat. Rich Brian)",bbno$,5081125,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63
197,"Entre Nosotros","Tiago PZK",5072061,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
198,"Molhando o Volante","Jorge & Mateus",5069282,https://open.spotify.com/track/3ITkrUvAA6gzxer2UIom3P
199,goosebumps,"Travis Scott",5037230,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
200,"Another One Bites The Dust - Remastered 2011",Queen,5007609,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
