,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
68,"The Family Madrigal","Stephanie Beatriz",8239389,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
69,"Out of Time","The Weeknd",8201604,https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV
70,"I Hate U",SZA,8103714,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
71,"Is There Someone Else?","The Weeknd",7972485,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh
72,"Mal Feito - Ao Vivo","Hugo & Guilherme",7920747,https://open.spotify.com/track/5719MEdRQcH4c3phXqX7WN
73,Butter,BTS,7909172,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
74,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7906571,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
75,"deja vu","Olivia Rodrigo",7894830,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
76,Nostálgico,Rvssian,7876185,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
77,"MIDDLE OF THE NIGHT","Elley Duhé",7860757,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
78,Eazy,"The Game",7857671,https://open.spotify.com/track/6Ab81Bs9fcOwaTYuBsUUpI
79,"Meet Me At Our Spot","THE ANXIETY",7831181,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
80,"Without Me",Eminem,7761370,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
81,"I AM WOMAN","Emmy Meli",7729309,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
82,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,7728614,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
83,"Smokin Out The Window","Bruno Mars",7671007,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
84,"You Right","Doja Cat",7643775,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
85,"Every Summertime",NIKI,7619536,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro
86,"Someone You Loved","Lewis Capaldi",7608586,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
87,"What Else Can I Do?","Diane Guerrero",7559113,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
88,"Volando - Remix",Mora,7499727,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
89,212,Chefin,7491127,https://open.spotify.com/track/3QGxgNaqaFSpORp2OVLXHR
90,"Watercolor Eyes - From “Euphoria” An HBO Original Series","Lana Del Rey",7473187,https://open.spotify.com/track/1G1R0XgChe18Zr1o6tlmN6
91,Believer,"Imagine Dragons",7402725,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
92,"Don't Start Now","Dua Lipa",7260518,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
93,"Dos Oruguitas","Sebastian Yatra",7224737,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
94,"Another Love","Tom Odell",7182641,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
95,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,7103872,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
96,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,7101448,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
97,Freaks,"Surf Curse",7053104,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
98,"lovely (with Khalid)","Billie Eilish",7029152,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
99,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,6974985,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
100,"Daddy Issues","The Neighbourhood",6905403,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
101,"The Real Slim Shady",Eminem,6895917,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
102,"Vai Lá Em Casa Hoje","George Henrique & Rodrigo",6891499,https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc
103,"Life Goes On","Oliver Tree",6872388,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
104,505,"Arctic Monkeys",6844035,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
105,"Leave The Door Open","Bruno Mars",6831895,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
106,"Don't Be Shy",Tiësto,6798891,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
107,"Mood (feat. iann dior)",24kGoldn,6708346,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
108,"Bloqueado - Ao Vivo","Gusttavo Lima",6705076,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh
109,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6696483,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
110,Pandora,"DJ Matt D",6507299,https://open.spotify.com/track/0yL7K9MzC20uBesZTPY81r
111,"Down Under (feat. Colin Hay)",Luude,6502372,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2
112,Heather,"Conan Gray",6495531,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
113,Yellow,Coldplay,6438114,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
114,Formula,Labrinth,6386566,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
115,Thunder,"Gabry Ponte",6356687,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
116,"Salimo de Noche","Tiago PZK",6348290,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
117,Acapulco,"Jason Derulo",6295953,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
118,Perfect,"Ed Sheeran",6245808,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,"Hrs and Hrs","Muni Long",6233288,https://open.spotify.com/track/3xRH6FPVtheDyNla3T1FE7
120,"LA FAMA (with The Weeknd)",ROSALÍA,6232411,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK
121,"Dance Monkey","Tones And I",6196126,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
122,"Locked out of Heaven","Bruno Mars",6194155,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
123,Sobrio,Maluma,6185716,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
124,"Rolling in the Deep",Adele,6163466,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
125,"Love Grows (Where My Rosemary Goes)","Edison Lighthouse",6156058,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh
126,"All For Us - from the HBO Original Series Euphoria",Labrinth,6124629,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
127,"Talking to the Moon","Bruno Mars",6091177,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
128,"The Business",Tiësto,6063537,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
129,Peru,"Fireboy DML",6050501,https://open.spotify.com/track/4hJhHbkhZFnxmWbAkZRoe0
130,"Counting Stars",OneRepublic,6047865,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
131,positions,"Ariana Grande",6047600,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
132,"AM Remix","Nio Garcia",5992588,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
133,"Esqueça-Me Se For Capaz","Marília Mendonça",5987027,https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC
134,Swim,"Chase Atlantic",5967488,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx
135,"No Lie","Sean Paul",5964965,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
136,"Shape of You","Ed Sheeran",5962258,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
137,"Se Le Ve","Dímelo Flow",5951158,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
138,"The Nights",Avicii,5944560,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
139,"Smells Like Teen Spirit - Remastered",Nirvana,5942303,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
140,"Before You Go","Lewis Capaldi",5921792,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
141,happier,"Olivia Rodrigo",5915720,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
142,Sky,"Playboi Carti",5899196,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
143,"Get Into It (Yuh)","Doja Cat",5889921,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
144,"Ley Seca","Jhay Cortez",5856992,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
145,"'Till I Collapse",Eminem,5806895,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
146,"I WANNA BE YOUR SLAVE",Måneskin,5778035,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
147,"Blank Space","Taylor Swift",5756694,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
148,Cúrame,"Rauw Alejandro",5754627,https://open.spotify.com/track/1FlL8ycld6uVDDyhV7P5FA
149,"family ties (with Kendrick Lamar)","Baby Keem",5747816,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
150,"Lucid Dreams","Juice WRLD",5730257,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
151,"Take Me To Church",Hozier,5729371,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
152,"you broke me first","Tate McRae",5728439,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
153,Circles,"Post Malone",5726341,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
154,"Mr. Brightside","The Killers",5726077,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
155,"Waiting On A Miracle","Stephanie Beatriz",5716969,https://open.spotify.com/track/3oRW9ZGPRbLRMneQ5lwflt
156,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5693003,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
157,"Gangsta's Paradise",Coolio,5684887,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
158,Problemón,"Alvaro Diaz",5682021,https://open.spotify.com/track/1mSviQV9iQnGSRyvTIuxAj
159,"Toma Toma Vapo Vapo","Zé Felipe",5665298,https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR
160,"Way 2 Sexy (with Future & Young Thug)",Drake,5663353,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
161,"WA DA DA",Kep1er,5662568,https://open.spotify.com/track/0hQNbQKW2dDATH1ngj4TI6
162,"All of Me","John Legend",5660579,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
163,"favorite crime","Olivia Rodrigo",5649570,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
164,"Say You Won't Let Go","James Arthur",5624316,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
165,"Praise God","Kanye West",5622908,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
166,ELEVEN,IVE,5613568,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
167,Shallow,"Lady Gaga",5612424,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
168,2055,"Sleepy Hallow",5611571,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
169,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,5606008,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
170,Riptide,"Vance Joy",5591998,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
171,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",5559896,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
172,"Less Than Zero","The Weeknd",5555224,https://open.spotify.com/track/2D4dV2KXDTszzJ3p3cFqhA
173,Streets,"Doja Cat",5552129,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
174,Arcade,"Duncan Laurence",5551323,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
175,Notion,"The Rare Occasions",5541175,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
176,"Astronaut In The Ocean","Masked Wolf",5540156,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
177,Falling,"Harry Styles",5535445,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
178,"Ella - Remix",Boza,5532813,https://open.spotify.com/track/7iHHlCbsFou5DZSW5HCPfs
179,Gasoline,"The Weeknd",5515687,https://open.spotify.com/track/3KyKxJ4P3pVCgaZwaq2rUC
180,"Enemy - From the series Arcane League of Legends","Imagine Dragons",5506736,https://open.spotify.com/track/5UlnuulVAVmmesw4VzqHdG
181,Payphone,"Maroon 5",5491245,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
182,"Qué Más Pues?","J Balvin",5488225,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
183,RAPSTAR,"Polo G",5477958,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
184,"Die For You","The Weeknd",5463504,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
185,"Space Song","Beach House",5463434,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
186,"One Dance",Drake,5462478,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
187,"The Hills","The Weeknd",5443933,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
188,Memories,"Maroon 5",5428440,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
189,"LA CANCIÓN","J Balvin",5426853,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
190,Bored,"Billie Eilish",5424362,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
191,"Bohemian Rhapsody - Remastered 2011",Queen,5422580,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
192,"DANCE CRIP",Trueno,5406234,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV
193,Enchanted,"Taylor Swift",5406112,https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
194,"The Feels",TWICE,5395789,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM
195,"Christmas Tree",V,5382494,https://open.spotify.com/track/186NCtNk1tUYS7c2DxgJ7O
196,Señorita,"Shawn Mendes",5366697,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
197,"No Role Modelz","J. Cole",5359514,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
198,"Jocelyn Flores",XXXTENTACION,5349637,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
199,"Fair Trade (with Travis Scott)",Drake,5341469,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
200,"Happier Than Ever - Edit","Billie Eilish",5316743,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
