,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
174,"Surface Pressure - From ""Encanto""/Soundtrack Version","Jessica Darrow",5655464,https://open.spotify.com/track/6K5ph5mq1qprHae3TrgTj5
175,"favorite crime","Olivia Rodrigo",5646180,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
176,"emo girl (feat. WILLOW)","Machine Gun Kelly",5627820,https://open.spotify.com/track/3tBZ60j1jQ7NJm8IjelyQe
177,"jealousy, jealousy","Olivia Rodrigo",5595588,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
178,"Meet Me At Our Spot","THE ANXIETY",5571220,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
179,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5556958,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
180,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5542621,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
181,"ABALO EMOCIONAL - Ao Vivo","Luan Santana",5511448,https://open.spotify.com/track/53RxHysDJ0cjugMcPymwja
182,Nostálgico,Rvssian,5508881,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
183,Stan,Eminem,5503768,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
184,"Lucid Dreams","Juice WRLD",5493553,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
185,"Talking to the Moon","Bruno Mars",5485734,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
186,"this is what falling in love feels like",JVKE,5482443,https://open.spotify.com/track/4UG2Fm0E98LhE2dlNxiAXx
187,Señorita,"Shawn Mendes",5466600,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
188,positions,"Ariana Grande",5459262,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
189,"La Zona","Bad Bunny",5433241,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
190,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,5431509,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
191,"Do I Wanna Know?","Arctic Monkeys",5431161,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
192,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,5422191,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
193,"PARA SIEMPRE","Daddy Yankee",5418313,https://open.spotify.com/track/272vIYVYzfAgHUQRUYWmhP
194,"Godzilla (feat. Juice WRLD)",Eminem,5399170,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
195,TOMBOY,(G)I-DLE,5393499,https://open.spotify.com/track/0IGUXY4JbK18bu9oD4mPIm
196,Levitating,"Dua Lipa",5393395,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
197,"Leave The Door Open","Bruno Mars",5391575,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
198,"Just the Way You Are","Bruno Mars",5363435,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
199,"Love Yourself","Justin Bieber",5355677,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
200,Memories,"Maroon 5",5339653,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
