,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
42,"Levitating (feat. DaBaby)","Dua Lipa",10357517,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
43,"Mount Everest",Labrinth,10292707,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
44,Softcore,"The Neighbourhood",10092447,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
45,"Hati-Hati di Jalan",Tulus,9926850,https://open.spotify.com/track/2hHeGD57S0BcopfVcmehdl
46,Starlight,Dave,9774695,https://open.spotify.com/track/531KGXtBroSrOX9LVmiIgc
47,"MONTERO (Call Me By Your Name)","Lil Nas X",9747705,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
48,"Without Me",Eminem,9696594,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
49,Medallo,Blessd,9358820,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
50,DANÇARINA,"PEDRO SAMPAIO",9295700,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
51,"pushin P (feat. Young Thug)",Gunna,9230388,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
52,"Mon Amour - Remix",zzoilo,9100049,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
53,"I’m Tired (with Zendaya) - Bonus Track",Labrinth,9088839,https://open.spotify.com/track/6LtHYDgYHRCHoKK3snfr2w
54,"drivers license","Olivia Rodrigo",9002320,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
55,"Save Your Tears","The Weeknd",8920800,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
56,DÁKITI,"Bad Bunny",8920421,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
57,"Tacones Rojos","Sebastian Yatra",8872164,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
58,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",8856103,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn
59,"she's all i wanna be","Tate McRae",8757414,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
60,"Happier Than Ever","Billie Eilish",8661344,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
61,505,"Arctic Monkeys",8554386,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
62,"Residente: Bzrp Music Sessions, Vol. 49",Bizarrap,8481999,https://open.spotify.com/track/2dG9k8jtnkjzJjUToz9i9i
63,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",8404172,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
64,Beggin',Måneskin,8373108,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
65,"All For Us",Labrinth,8321287,https://open.spotify.com/track/76YSWx6L6FNsuaP6GWBb8P
66,Bones,"Imagine Dragons",8280067,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
67,Jordan,"Ryan Castro",8262449,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
68,Lost,"Frank Ocean",8225513,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
69,"Numb Little Bug","Em Beihold",8220940,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
70,Toxic,BoyWithUke,8209819,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
71,"love nwantiti (ah ah ah)",CKay,8194868,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
72,Volví,Aventura,8128887,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
73,"A Tu Merced","Bad Bunny",8029128,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
74,"The Real Slim Shady",Eminem,7994804,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
75,"Watermelon Sugar","Harry Styles",7957631,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
76,"Todo De Ti","Rauw Alejandro",7873600,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
77,"Don't Start Now","Dua Lipa",7840730,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
78,"Oh My God",Adele,7809261,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
79,"Super Gremlin","Kodak Black",7800594,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
80,"deja vu","Olivia Rodrigo",7793773,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
81,Notion,"The Rare Occasions",7772758,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
82,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",7722890,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
83,"Fingers Crossed","Lauren Spencer-Smith",7713957,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
84,Dynamite,BTS,7684174,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
85,Butter,BTS,7670652,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
86,"Still D.R.E.","Dr. Dre",7646311,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
87,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7628246,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
88,"One Right Now (with The Weeknd)","Post Malone",7620427,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
89,Believer,"Imagine Dragons",7557457,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
90,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,7557282,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
91,"Dark Red","Steve Lacy",7555737,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
92,"TO THE MOON","Jnr Choi",7486359,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx
93,Chale,"Eden Muñoz",7464012,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
94,Formula,Labrinth,7361501,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
95,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7352330,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
96,"Nail Tech","Jack Harlow",7332463,https://open.spotify.com/track/62Yo3FDddWY8ydu6PW2wyz
97,MONEY,LISA,7244261,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
98,"lovely (with Khalid)","Billie Eilish",7147083,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
99,"Someone You Loved","Lewis Capaldi",7093222,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
100,"Down Under (feat. Colin Hay)",Luude,7069002,https://open.spotify.com/track/3Oww84xrmgjyr5J1ilOmAf
101,"Malvadão 3",Xamã,6985680,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
102,DARARI,TREASURE,6980706,https://open.spotify.com/track/0dcnrLo8s1rhjm8euGjI4n
103,"Surface Pressure - From ""Encanto""/Soundtrack Version","Jessica Darrow",6872241,https://open.spotify.com/track/6K5ph5mq1qprHae3TrgTj5
104,"You Right","Doja Cat",6864434,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
105,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,6846933,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
106,"Volando - Remix",Mora,6778840,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
107,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6766022,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
108,Sacrifice,"The Weeknd",6753614,https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU
109,Mujeriego,"Ryan Castro",6753570,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
110,"Ya No Somos Ni Seremos","Christian Nodal",6702958,https://open.spotify.com/track/0UXlu64mDLvfzR8IXMz06J
111,Freaks,"Surf Curse",6679513,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
112,Unstoppable,Sia,6650747,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
113,"La Santa","Bad Bunny",6604937,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
114,"Smells Like Teen Spirit - Remastered",Nirvana,6560441,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
115,"No Role Modelz","J. Cole",6538081,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
116,"'Till I Collapse",Eminem,6492208,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
117,"Counting Stars",OneRepublic,6470139,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
118,Yellow,Coldplay,6453655,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
119,Nostálgico,Rvssian,6446675,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
120,"Daddy Issues","The Neighbourhood",6378432,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
121,"Freaky Deaky",Tyga,6347303,https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw
122,"Don't Be Shy",Tiësto,6328679,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
123,Malvada,"Zé Felipe",6326912,https://open.spotify.com/track/7gVzhRCrLRUBEGdS7zNTp0
124,"LA CANCIÓN","J Balvin",6285457,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
125,Revenge,XXXTENTACION,6266902,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
126,"Shape of You","Ed Sheeran",6254977,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
127,"No Lie","Sean Paul",6236012,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
128,"Thinking with My Dick (feat. Juicy J)","Kevin Gates",6224826,https://open.spotify.com/track/1ojBtNRMzjL7ptLPZCzfRz
129,Excuses,"AP Dhillon",6223983,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV
130,"Blank Space","Taylor Swift",6196261,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
131,"Locked out of Heaven","Bruno Mars",6191136,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
132,"La Zona","Bad Bunny",6189339,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j
133,"Get Into It (Yuh)","Doja Cat",6167456,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
134,"Bohemian Rhapsody - Remastered 2011",Queen,6149333,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
135,"Gangsta's Paradise",Coolio,6147696,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
136,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,6124718,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
137,Payphone,"Maroon 5",6110778,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
138,Perfect,"Ed Sheeran",6066876,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
139,"Mood (feat. iann dior)",24kGoldn,6019178,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
140,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",6018523,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
141,Riptide,"Vance Joy",5994520,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
142,"this is what falling in love feels like",JVKE,5994319,https://open.spotify.com/track/4UG2Fm0E98LhE2dlNxiAXx
143,"Leave The Door Open","Bruno Mars",5983981,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
144,"The Nights",Avicii,5982117,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
145,"In Da Club","50 Cent",5975385,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
146,"Ginseng Strip 2002","Yung Lean",5951650,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc
147,Heather,"Conan Gray",5908263,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
148,"One Dance",Drake,5881947,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
149,"Take Me To Church",Hozier,5843317,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
150,"Meet Me At Our Spot","THE ANXIETY",5841740,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
151,"Mal Feito - Ao Vivo","Hugo & Guilherme",5833212,https://open.spotify.com/track/5719MEdRQcH4c3phXqX7WN
152,happier,"Olivia Rodrigo",5823802,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
153,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,5816175,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
154,"Mr. Brightside","The Killers",5780740,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
155,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,5774682,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
156,"Se Le Ve","Dímelo Flow",5766862,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
157,Circles,"Post Malone",5759506,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
158,"Dance Monkey","Tones And I",5709132,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
159,"Godzilla (feat. Juice WRLD)",Eminem,5675224,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
160,Thunder,"Gabry Ponte",5656860,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
161,positions,"Ariana Grande",5653690,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
162,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5643548,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
163,Hope,XXXTENTACION,5629401,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
164,"Lucid Dreams","Juice WRLD",5627493,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
165,"Stay Alive (Prod. SUGA of BTS)","Jung Kook",5594705,https://open.spotify.com/track/7CAdT0HdiQNlt1C7xk2hep
166,"favorite crime","Olivia Rodrigo",5579611,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
167,Levitating,"Dua Lipa",5573175,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
168,"Talking to the Moon","Bruno Mars",5557266,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
169,Swim,"Chase Atlantic",5510956,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx
170,"Wake Me Up",Avicii,5509597,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
171,"Demasiadas Mujeres","C. Tangana",5505493,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
172,Problemón,"Alvaro Diaz",5453180,https://open.spotify.com/track/1mSviQV9iQnGSRyvTIuxAj
173,Señorita,"Shawn Mendes",5445259,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
174,"Before You Go","Lewis Capaldi",5442816,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
175,"Every Summertime",NIKI,5426975,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro
176,"Space Song","Beach House",5408929,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
177,Sobrio,Maluma,5406286,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
178,"Do I Wanna Know?","Arctic Monkeys",5405567,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
179,"Say You Won't Let Go","James Arthur",5403107,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
180,"Rolling in the Deep",Adele,5397922,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
181,"I Hate U",SZA,5392665,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
182,Bored,"Billie Eilish",5386225,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
183,"The Hills","The Weeknd",5384659,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
184,"Monëy so big",Yeat,5378054,https://open.spotify.com/track/7BbaIYAdi3pg4MGl6PHwPv
185,"All of Me","John Legend",5374495,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
186,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5362275,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
187,212,Chefin,5359764,https://open.spotify.com/track/3QGxgNaqaFSpORp2OVLXHR
188,Streets,"Doja Cat",5351445,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
189,"The Night We Met","Lord Huron",5306915,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
190,"Fair Trade (with Travis Scott)",Drake,5305905,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
191,Stan,Eminem,5303500,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
192,"jealousy, jealousy","Olivia Rodrigo",5301603,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
193,"Something Just Like This","The Chainsmokers",5290245,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
194,Demons,"Imagine Dragons",5283836,https://open.spotify.com/track/5qaEfEh1AtSdrdrByCP7qR
195,Memories,"Maroon 5",5280797,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
196,Closer,"The Chainsmokers",5275702,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
197,goosebumps,"Travis Scott",5254638,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
198,"Permission to Dance",BTS,5226714,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry
199,"The Business",Tiësto,5217801,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
200,Arcade,"Duncan Laurence",5216850,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
