,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
21,"Do It To It",ACRAZE,13678236,https://open.spotify.com/track/20on25jryn53hWghthWWW3
22,"I Love You So","The Walters",13473126,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
23,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,13410496,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
24,"good 4 u","Olivia Rodrigo",13379270,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
25,"pushin P (feat. Young Thug)",Gunna,12805755,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
26,Yonaguni,"Bad Bunny",12799233,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
27,"The Motto",Tiësto,12746124,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
28,"MIDDLE OF THE NIGHT","Elley Duhé",12629216,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
29,"Still D.R.E.","Dr. Dre",12255788,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
30,"Blinding Lights","The Weeknd",11992893,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
31,"Without Me",Eminem,11515380,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
32,"Sweater Weather","The Neighbourhood",11511748,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
33,"Need to Know","Doja Cat",11493049,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
34,"Mon Amour - Remix",zzoilo,11479892,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
35,"Light Switch","Charlie Puth",11357041,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
36,"Nail Tech","Jack Harlow",11180353,https://open.spotify.com/track/62Yo3FDddWY8ydu6PW2wyz
37,"Ya No Somos Ni Seremos","Christian Nodal",10942404,https://open.spotify.com/track/0UXlu64mDLvfzR8IXMz06J
38,"Kiss Me More (feat. SZA)","Doja Cat",10933977,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
39,Softcore,"The Neighbourhood",10915275,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
40,traitor,"Olivia Rodrigo",10854009,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
41,Toxic,BoyWithUke,10809941,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
42,"she's all i wanna be","Tate McRae",10687145,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
43,Dandelions,"Ruth B.",10462275,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
44,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,10370986,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
45,"Stay Alive (Prod. SUGA of BTS)","Jung Kook",10335919,https://open.spotify.com/track/7CAdT0HdiQNlt1C7xk2hep
46,"Levitating (feat. DaBaby)","Dua Lipa",10249516,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
47,"MONTERO (Call Me By Your Name)","Lil Nas X",10204708,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
48,"Surface Pressure - From ""Encanto""/Soundtrack Version","Jessica Darrow",10000459,https://open.spotify.com/track/6K5ph5mq1qprHae3TrgTj5
49,"Tacones Rojos","Sebastian Yatra",9889004,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
50,Medallo,Blessd,9771842,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
51,"The Real Slim Shady",Eminem,9746642,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
52,Lost,"Frank Ocean",9631223,https://open.spotify.com/track/1bjhYUwKUHEg5fHknxFObO
53,"Happier Than Ever","Billie Eilish",9572375,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
54,"Oh My God",Adele,9543181,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
55,DÁKITI,"Bad Bunny",9328078,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
56,"drivers license","Olivia Rodrigo",9309234,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
57,"love nwantiti (ah ah ah)",CKay,9067215,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
58,"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran",9057120,https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
59,"All For Us - from the HBO Original Series Euphoria",Labrinth,8985383,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
60,Beggin',Måneskin,8968160,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
61,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",8941621,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
62,"Mount Everest",Labrinth,8880586,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
63,"TO THE MOON","Jnr Choi",8879570,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx
64,"Todo De Ti","Rauw Alejandro",8688747,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
65,Sacrifice,"The Weeknd",8588735,https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU
66,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",8550364,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
67,Notion,"The Rare Occasions",8544935,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
68,"Malvadão 3",Xamã,8544423,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
69,Volví,Aventura,8414560,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
70,"Fingers Crossed","Lauren Spencer-Smith",8409133,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
71,"Dark Red","Steve Lacy",8395710,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
72,"Super Gremlin","Kodak Black",8391296,https://open.spotify.com/track/2bBClS4zzrRd4Aj59NaKSv
73,Formula,Labrinth,8268038,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
74,"Watermelon Sugar","Harry Styles",8218582,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
75,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",8213444,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn
76,505,"Arctic Monkeys",8210718,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
77,"In Da Club","50 Cent",8153204,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
78,"Save Your Tears","The Weeknd",8144355,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
79,"Ginseng Strip 2002","Yung Lean",8137880,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc
80,"One Right Now (with The Weeknd)","Post Malone",7995796,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
81,"A Tu Merced","Bad Bunny",7969397,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
82,DANÇARINA,"PEDRO SAMPAIO",7941612,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
83,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7674701,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
84,MONEY,LISA,7637020,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
85,"deja vu","Olivia Rodrigo",7580177,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
86,"'Till I Collapse",Eminem,7568234,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
87,"Another Love","Tom Odell",7557293,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
88,"Don't Start Now","Dua Lipa",7511444,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
89,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7492739,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
90,Believer,"Imagine Dragons",7490320,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
91,Butter,BTS,7462015,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
92,Mujeriego,"Ryan Castro",7451004,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
93,Excuses,"AP Dhillon",7427362,https://open.spotify.com/track/29m79w9xPMH4YCD6r8JSmV
94,Nostálgico,Rvssian,7414466,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
95,"Someone You Loved","Lewis Capaldi",7402693,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
96,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,7401537,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
97,"Down Under (feat. Colin Hay)",Luude,7350603,https://open.spotify.com/track/3Oww84xrmgjyr5J1ilOmAf
98,"Numb Little Bug","Em Beihold",7207651,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
99,"City of Gods","Fivio Foreign",7175945,https://open.spotify.com/track/4huBDGP4I3S0pYI0EaRN1c
100,"lovely (with Khalid)","Billie Eilish",7172365,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
101,"The Next Episode","Dr. Dre",7166924,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC
102,Brividi,Mahmood,7133431,https://open.spotify.com/track/1ZMGp9MTXbtAPvcKa0U3zS
103,"The Family Madrigal","Stephanie Beatriz",7123074,https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp
104,Dynamite,BTS,7120804,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
105,Malvada,"Zé Felipe",7105807,https://open.spotify.com/track/7gVzhRCrLRUBEGdS7zNTp0
106,"Volando - Remix",Mora,7084342,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
107,Freaks,"Surf Curse",7023733,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
108,Swim,"Chase Atlantic",6821864,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx
109,"You Right","Doja Cat",6820925,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
110,"Se Le Ve","Dímelo Flow",6792957,https://open.spotify.com/track/5W1qmxHrMlQGGAiFA3ZQqP
111,"Leave The Door Open","Bruno Mars",6632490,https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
112,"Mal Feito - Ao Vivo","Hugo & Guilherme",6621065,https://open.spotify.com/track/5719MEdRQcH4c3phXqX7WN
113,Problemón,"Alvaro Diaz",6565114,https://open.spotify.com/track/1mSviQV9iQnGSRyvTIuxAj
114,"I Hate U",SZA,6545981,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
115,"Daddy Issues","The Neighbourhood",6543434,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
116,"Gangsta's Paradise",Coolio,6528301,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
117,"Every Summertime",NIKI,6500227,https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro
118,Yellow,Coldplay,6470220,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
119,212,Chefin,6456200,https://open.spotify.com/track/3QGxgNaqaFSpORp2OVLXHR
120,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6441277,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
121,"Counting Stars",OneRepublic,6424798,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
122,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,6414500,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
123,"No Role Modelz","J. Cole",6402448,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
124,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",6395527,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
125,"Mood (feat. iann dior)",24kGoldn,6389064,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
126,"It'll Be Okay","Shawn Mendes",6370224,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
127,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,6346650,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
128,Cigarettes,"Juice WRLD",6300063,https://open.spotify.com/track/42Xba467wgGvYrR2EE6s0i
129,"Don't Be Shy",Tiësto,6295571,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
130,"Locked out of Heaven","Bruno Mars",6268118,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
131,"Entre Nosotros (Remix) [con Nicki Nicole]","Tiago PZK",6265463,https://open.spotify.com/track/4TGwERXRlyQtBdggYTHo6j
132,Perfect,"Ed Sheeran",6235616,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
133,Thunder,"Gabry Ponte",6220988,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
134,"LA CANCIÓN","J Balvin",6208829,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
135,"Blank Space","Taylor Swift",6205121,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
136,Heather,"Conan Gray",6164361,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
137,"La Santa","Bad Bunny",6145166,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
138,Stan,Eminem,6121019,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
139,"Get Into It (Yuh)","Doja Cat",6095862,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
140,"Meet Me At Our Spot","THE ANXIETY",6059780,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
141,"Smokin Out The Window","Bruno Mars",6038586,https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
142,"Godzilla (feat. Juice WRLD)",Eminem,6032855,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
143,"Hrs and Hrs","Muni Long",6027460,https://open.spotify.com/track/3xRH6FPVtheDyNla3T1FE7
144,"Shape of You","Ed Sheeran",6022363,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
145,"No Lie","Sean Paul",5960585,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
146,"The Nights",Avicii,5957021,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
147,"Polaroid Love",ENHYPEN,5934349,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1
148,Riptide,"Vance Joy",5913421,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
149,"Dance Monkey","Tones And I",5891018,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
150,"Talking to the Moon","Bruno Mars",5877257,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
151,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5877000,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
152,Sobrio,Maluma,5875843,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
153,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,5875009,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
154,Payphone,"Maroon 5",5866027,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
155,happier,"Olivia Rodrigo",5858946,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
156,"Smells Like Teen Spirit - Remastered",Nirvana,5848191,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
157,positions,"Ariana Grande",5808076,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
158,"AM Remix","Nio Garcia",5805363,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
159,"Lucid Dreams","Juice WRLD",5792392,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
160,"What Else Can I Do?","Diane Guerrero",5781326,https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG
161,"Rolling in the Deep",Adele,5781155,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
162,Unstoppable,Sia,5775239,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
163,"Bloqueado - Ao Vivo","Gusttavo Lima",5774917,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh
164,"One Dance",Drake,5771392,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
165,"Take Me To Church",Hozier,5743392,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
166,Circles,"Post Malone",5732363,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
167,Forever,Labrinth,5732061,https://open.spotify.com/track/6potEImiklXkwD9qFzpu15
168,"All of Me","John Legend",5720746,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
169,"The Business",Tiësto,5720391,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
170,"Mr. Brightside","The Killers",5670238,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
171,"Before You Go","Lewis Capaldi",5665595,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
172,"Bohemian Rhapsody - Remastered 2011",Queen,5639299,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
173,"Ley Seca","Jhay Cortez",5633053,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
174,"Praise God","Kanye West",5623685,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
175,"Still Don't Know My Name",Labrinth,5619889,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
176,"Space Song","Beach House",5611875,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
177,"Dos Oruguitas","Sebastian Yatra",5608878,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo
178,"favorite crime","Olivia Rodrigo",5577506,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
179,"family ties (with Kendrick Lamar)","Baby Keem",5570008,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
180,"Salimo de Noche","Tiago PZK",5539612,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
181,"Vai Lá Em Casa Hoje","George Henrique & Rodrigo",5519023,https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc
182,"Say You Won't Let Go","James Arthur",5490292,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
183,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",5463907,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
184,2055,"Sleepy Hallow",5459165,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
185,Señorita,"Shawn Mendes",5448828,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
186,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5441818,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
187,"Alien Blues",Vundabar,5419769,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x
188,Shallow,"Lady Gaga",5406900,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
189,Arcade,"Duncan Laurence",5403123,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
190,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,5388471,https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
191,Memories,"Maroon 5",5386417,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
192,"When I R.I.P.",Labrinth,5376203,https://open.spotify.com/track/2t16D9V5FmmRAJjsSpwvZf
193,"Do I Wanna Know?","Arctic Monkeys",5363129,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
194,"you broke me first","Tate McRae",5339597,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
195,Streets,"Doja Cat",5339560,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
196,"Life Goes On","Oliver Tree",5334046,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
197,"NEW MAGIC WAND","Tyler, The Creator",5333358,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
198,"I WANNA BE YOUR SLAVE",Måneskin,5318937,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
199,goosebumps,"Travis Scott",5318599,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
200,"Wake Me Up",Avicii,5314540,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
