,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
21,"THATS WHAT I WANT","Lil Nas X",14565439,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
22,"Fuera del mercado","Danny Ocean",14478655,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
23,"Where Are You Now","Lost Frequencies",13813462,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
24,"X ÚLTIMA VEZ","Daddy Yankee",13647742,https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
25,"Bad Habits","Ed Sheeran",13485317,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
26,Pepas,Farruko,13313163,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
27,"The Motto",Tiësto,13103793,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
28,"My Universe",Coldplay,12871674,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
29,Boyfriend,"Dove Cameron",12599643,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
30,"Light Switch","Charlie Puth",12385538,https://open.spotify.com/track/3AVXwaOGCEL8cmBecfcsFJ
31,"Blinding Lights","The Weeknd",12235707,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
32,"When You're Gone","Shawn Mendes",12148322,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
33,"Another Love","Tom Odell",12033422,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
34,Infinity,"Jaymes Young",11778030,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
35,traitor,"Olivia Rodrigo",11725620,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
36,"Sweater Weather","The Neighbourhood",11391367,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
37,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,11375542,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
38,"In My Head","Lil Tjay",11172613,https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb
39,"Kiss Me More (feat. SZA)","Doja Cat",11113796,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
40,Dandelions,"Ruth B.",11028009,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
41,"Watermelon Sugar","Harry Styles",10981156,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
42,"Need to Know","Doja Cat",10888489,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
43,"drivers license","Olivia Rodrigo",10784110,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
44,"I Love You So","The Walters",10748432,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
45,Yonaguni,"Bad Bunny",10699029,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
46,"Wait a Minute!",WILLOW,10082842,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
47,"Levitating (feat. DaBaby)","Dua Lipa",9962295,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
48,Jordan,"Ryan Castro",9884249,https://open.spotify.com/track/2rDZhKnPaPG054ExZ6nXUS
49,"Happier Than Ever","Billie Eilish",9728759,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
50,"Save Your Tears","The Weeknd",9529151,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
51,"LOVE DIVE",IVE,9499980,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
52,"Do It To It",ACRAZE,9453459,https://open.spotify.com/track/20on25jryn53hWghthWWW3
53,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd",9377436,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
54,"deja vu","Olivia Rodrigo",9341302,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
55,Pantysito,Alejo,9279709,https://open.spotify.com/track/4srcMdbm2qzVG98tJajHxp
56,Chance,"Paulo Londra",9229773,https://open.spotify.com/track/2SJZdZ5DLtlRosJ2xHJJJa
57,505,"Arctic Monkeys",8943191,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
58,Yellow,Coldplay,8897952,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
59,"MONTERO (Call Me By Your Name)","Lil Nas X",8824372,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
60,Starlight,Dave,8745106,https://open.spotify.com/track/531KGXtBroSrOX9LVmiIgc
61,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",8660824,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
62,"Without Me",Eminem,8628693,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
63,Bones,"Imagine Dragons",8627328,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
64,"Cool for the Summer","Demi Lovato",8600367,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
65,Softcore,"The Neighbourhood",8546331,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha
66,Medallo,Blessd,8535514,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
67,"We Don't Talk About Bruno","Carolina Gaitán - La Gaita",8519776,https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
68,DÁKITI,"Bad Bunny",8315846,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
69,"Nail Tech","Jack Harlow",8288950,https://open.spotify.com/track/62Yo3FDddWY8ydu6PW2wyz
70,Butter,BTS,8153620,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
71,"psychofreak (feat. WILLOW)","Camila Cabello",8149985,https://open.spotify.com/track/73cnVqsbZygieKi8xF10sO
72,"she's all i wanna be","Tate McRae",7983967,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
73,"Tacones Rojos","Sebastian Yatra",7971926,https://open.spotify.com/track/6ylDpki1VpIsc525KC1ojF
74,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",7952241,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
75,"Demasiadas Mujeres","C. Tangana",7894289,https://open.spotify.com/track/3GaGWoU1KfVqgl7vnRHP55
76,Beggin',Måneskin,7713741,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
77,Believer,"Imagine Dragons",7650917,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
78,"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",7606012,https://open.spotify.com/track/0Bv7O6fmZk3GrNQFYJaXPn
79,"Mon Amour - Remix",zzoilo,7601390,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
80,"Tom's Diner",AnnenMayKantereit,7591490,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
81,"The Real Slim Shady",Eminem,7581166,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
82,Vampiro,Matuê,7581144,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
83,Toxic,BoyWithUke,7576104,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
84,"Angel Baby","Troye Sivan",7511381,https://open.spotify.com/track/2m6Ko3CY1qXNNja8AlugNc
85,Dynamite,BTS,7453841,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
86,"Si Quieren Frontear",Duki,7452393,https://open.spotify.com/track/6bQ5823aHmFVKLZW8E7rRo
87,"Leave The Door Open","Bruno Mars",7450857,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
88,"love nwantiti (ah ah ah)",CKay,7439489,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
89,DANÇARINA,"PEDRO SAMPAIO",7385013,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB
90,"Todo De Ti","Rauw Alejandro",7377356,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
91,"Sweetest Pie","Megan Thee Stallion",7334703,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
92,"Something In The Way - Remastered",Nirvana,7333912,https://open.spotify.com/track/2WL6GQzPuK9Nrpy9XwNEbz
93,"A Tu Merced","Bad Bunny",7330987,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
94,"Don't Start Now","Dua Lipa",7322355,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
95,"sentaDONA (Remix) s2","Davi Kneip",7281568,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h
96,"No Role Modelz","J. Cole",7228519,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr
97,"One Right Now (with The Weeknd)","Post Malone",7215789,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
98,"lovely (with Khalid)","Billie Eilish",7193355,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
99,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",7161998,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
100,"Dark Red","Steve Lacy",7092426,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
101,Lost,"Frank Ocean",7082706,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
102,Volví,Aventura,6937350,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
103,"Right On","Lil Baby",6931213,https://open.spotify.com/track/6ws54n2IzyrIxxyzlG2bVJ
104,"LA CANCIÓN","J Balvin",6915620,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
105,"Numb Little Bug","Em Beihold",6907334,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
106,"Oh My God",Adele,6906619,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
107,"Someone You Loved","Lewis Capaldi",6894337,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
108,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,6858861,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
109,RUMBATÓN,"Daddy Yankee",6816430,https://open.spotify.com/track/3XjN0mvFkQp1FMVM9Ro5hm
110,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",6816123,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
111,Unstoppable,Sia,6814555,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
112,"That's Hilarious","Charlie Puth",6805417,https://open.spotify.com/track/1jIMjbzcGCcCQn5iMu9CUc
113,Payphone,"Maroon 5",6770541,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
114,"Counting Stars",OneRepublic,6760956,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
115,"Smells Like Teen Spirit - Remastered",Nirvana,6743962,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
116,Chale,"Eden Muñoz",6737738,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
117,"Locked out of Heaven","Bruno Mars",6721034,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
118,"Still D.R.E.","Dr. Dre",6711750,https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
119,"Me Arrepentí",Ak4:20,6681010,https://open.spotify.com/track/40w8JmvwYUP2HUiXPxjy99
120,happier,"Olivia Rodrigo",6677662,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
121,"Fingers Crossed","Lauren Spencer-Smith",6648222,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
122,"La Santa","Bad Bunny",6617604,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
123,"Mount Everest",Labrinth,6560294,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
124,"LA FAMA (with The Weeknd)",ROSALÍA,6542675,https://open.spotify.com/track/6Y46tOTRhkBamosyuWa6YX
125,"You Right","Doja Cat",6504505,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
126,Notion,"The Rare Occasions",6501202,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
127,"jealousy, jealousy","Olivia Rodrigo",6412263,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
128,"Bohemian Rhapsody - Remastered 2011",Queen,6392669,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
129,"Shape of You","Ed Sheeran",6385817,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
130,Revenge,XXXTENTACION,6375798,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
131,MONEY,LISA,6357650,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
132,"favorite crime","Olivia Rodrigo",6344037,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
133,Freaks,"Surf Curse",6328725,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
134,"Blank Space","Taylor Swift",6312349,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
135,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,6311451,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
136,"Soy El Unico","Yahritza Y Su Esencia",6276880,https://open.spotify.com/track/6HJIZUOiZDE814XMhRGSZN
137,"The Nights",Avicii,6269899,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
138,"Something Just Like This","The Chainsmokers",6245591,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
139,"Adore You","Harry Styles",6227873,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
140,"Gangsta's Paradise",Coolio,6205196,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
141,Riptide,"Vance Joy",6155690,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
142,Sigue,"J Balvin",6145184,https://open.spotify.com/track/0bBd6K5X4W7t9GyXcaVOA7
143,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6118985,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
144,"Daddy Issues","The Neighbourhood",6117938,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
145,"Mr. Brightside","The Killers",6042502,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
146,"'Till I Collapse",Eminem,6033511,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
147,Mujeriego,"Ryan Castro",6024225,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
148,Perfect,"Ed Sheeran",5976487,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
149,"Fim de Semana no Rio",Teto,5975833,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS
150,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,5948350,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
151,"Take Me To Church",Hozier,5938353,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
152,Falling,"Harry Styles",5935963,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
153,"pushin P (feat. Young Thug)",Gunna,5923481,https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb
154,"No Ouvidinho","Felipe Amorim",5911552,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI
155,"Volando - Remix",Mora,5911436,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
156,"One Dance",Drake,5892829,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
157,"Wake Me Up",Avicii,5850636,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
158,Circles,"Post Malone",5849784,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
159,"Mood (feat. iann dior)",24kGoldn,5839381,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
160,"Dance Monkey","Tones And I",5837587,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
161,Heather,"Conan Gray",5818480,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
162,"TO THE MOON","Jnr Choi",5760899,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx
163,"There's Nothing Holdin' Me Back","Shawn Mendes",5730938,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
164,"Don't Be Shy",Tiësto,5726657,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
165,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5726116,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
166,"Super Gremlin","Kodak Black",5720331,https://open.spotify.com/track/1Y5Jvi3eLi4Chwqch9GMem
167,"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk",5644865,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof
168,"No Lie","Sean Paul",5615438,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
169,Señorita,"Shawn Mendes",5615303,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
170,MANIAC,"Stray Kids",5603880,https://open.spotify.com/track/7BDHDiidJ8WV349p3HTxTV
171,"Talking to the Moon","Bruno Mars",5599137,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
172,"IDGAF (with blackbear)",BoyWithUke,5579906,https://open.spotify.com/track/6Jrdb6CFOJEGaHjaa6c4WR
173,"See You Again (feat. Kali Uchis)","Tyler, The Creator",5557747,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
174,"In Da Club","50 Cent",5554949,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC
175,"Ain't Shit","Doja Cat",5548046,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
176,"Nobody Like U","4*TOWN (From Disney and Pixar’s Turning Red)",5545112,https://open.spotify.com/track/4bV5sf2B4hWBBd5HQ8S7KB
177,"Just the Way You Are","Bruno Mars",5536182,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
178,"Crazy What Love Can Do","David Guetta",5532443,https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq
179,Stan,Eminem,5515390,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
180,Golden,"Harry Styles",5512816,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
181,"Out of Time","The Weeknd",5476468,https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV
182,"Down Under (feat. Colin Hay)",Luude,5468815,https://open.spotify.com/track/3Oww84xrmgjyr5J1ilOmAf
183,positions,"Ariana Grande",5467895,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
184,"Get Into It (Yuh)","Doja Cat",5460583,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
185,"Mal Feito - Ao Vivo","Hugo & Guilherme",5459168,https://open.spotify.com/track/5719MEdRQcH4c3phXqX7WN
186,"Still Life",BIGBANG,5439065,https://open.spotify.com/track/3TSLqZssCoCdDlMhCJ08XW
187,"Why'd You Only Call Me When You're High?","Arctic Monkeys",5433890,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
188,"Ya No Somos Ni Seremos","Christian Nodal",5423320,https://open.spotify.com/track/0UXlu64mDLvfzR8IXMz06J
189,"All of Me","John Legend",5379340,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
190,Memories,"Maroon 5",5368476,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
191,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",5353373,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
192,"Happier Than Ever - Edit","Billie Eilish",5352619,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
193,Formula,Labrinth,5352453,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
194,"Godzilla (feat. Juice WRLD)",Eminem,5346272,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
195,Hope,XXXTENTACION,5344673,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
196,"When I Was Your Man","Bruno Mars",5343982,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
197,"Do I Wanna Know?","Arctic Monkeys",5343118,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
198,"Lucid Dreams","Juice WRLD",5327259,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
199,Nostálgico,Rvssian,5325711,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
200,Shallow,"Lady Gaga",5321975,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
